property_id,check_in_date,room_category,successful_bookings,capacity,occcupancy,room_class,property_name,category,city,mmm yy,week no,day_type
19563,2022-06-09,RT3,14,29,48.28,Premium,Atliq Palace,Business,Bangalore,Jun 22,W 24,weekeday
19563,2022-06-09,RT4,3,6,50.0,Presidential,Atliq Palace,Business,Bangalore,Jun 22,W 24,weekeday
17558,2022-06-09,RT1,10,19,52.63,Standard,Atliq Grands,Luxury,Mumbai,Jun 22,W 24,weekeday
17558,2022-06-09,RT2,27,50,54.0,Elite,Atliq Grands,Luxury,Mumbai,Jun 22,W 24,weekeday
17558,2022-06-09,RT3,12,27,44.44,Premium,Atliq Grands,Luxury,Mumbai,Jun 22,W 24,weekeday
17558,2022-06-09,RT4,3,6,50.0,Presidential,Atliq Grands,Luxury,Mumbai,Jun 22,W 24,weekeday
16558,2022-06-09,RT1,10,19,52.63,Standard,Atliq Grands,Luxury,Delhi,Jun 22,W 24,weekeday
16558,2022-06-09,RT2,14,22,63.64,Elite,Atliq Grands,Luxury,Delhi,Jun 22,W 24,weekeday
16558,2022-06-09,RT3,5,8,62.5,Premium,Atliq Grands,Luxury,Delhi,Jun 22,W 24,weekeday
16558,2022-06-09,RT4,3,3,100.0,Presidential,Atliq Grands,Luxury,Delhi,Jun 22,W 24,weekeday
17560,2022-06-09,RT1,18,40,45.0,Standard,Atliq City,Business,Mumbai,Jun 22,W 24,weekeday
17560,2022-06-09,RT2,24,45,53.33,Elite,Atliq City,Business,Mumbai,Jun 22,W 24,weekeday
17560,2022-06-09,RT3,13,25,52.0,Premium,Atliq City,Business,Mumbai,Jun 22,W 24,weekeday
17560,2022-06-09,RT4,6,13,46.15,Presidential,Atliq City,Business,Mumbai,Jun 22,W 24,weekeday
19558,2022-06-09,RT1,20,40,50.0,Standard,Atliq Grands,Luxury,Bangalore,Jun 22,W 24,weekeday
19558,2022-06-09,RT2,16,39,41.03,Elite,Atliq Grands,Luxury,Bangalore,Jun 22,W 24,weekeday
19558,2022-06-09,RT3,10,21,47.62,Premium,Atliq Grands,Luxury,Bangalore,Jun 22,W 24,weekeday
19558,2022-06-09,RT4,3,7,42.86,Presidential,Atliq Grands,Luxury,Bangalore,Jun 22,W 24,weekeday
19560,2022-06-09,RT1,15,26,57.69,Standard,Atliq City,Business,Bangalore,Jun 22,W 24,weekeday
19560,2022-06-09,RT2,24,38,63.16,Elite,Atliq City,Business,Bangalore,Jun 22,W 24,weekeday
19560,2022-06-09,RT3,11,19,57.89,Premium,Atliq City,Business,Bangalore,Jun 22,W 24,weekeday
19560,2022-06-09,RT4,11,16,68.75,Presidential,Atliq City,Business,Bangalore,Jun 22,W 24,weekeday
17561,2022-06-09,RT1,18,26,69.23,Standard,Atliq Blu,Luxury,Mumbai,Jun 22,W 24,weekeday
17561,2022-06-09,RT2,23,36,63.89,Elite,Atliq Blu,Luxury,Mumbai,Jun 22,W 24,weekeday
17561,2022-06-09,RT3,11,19,57.89,Premium,Atliq Blu,Luxury,Mumbai,Jun 22,W 24,weekeday
17561,2022-06-09,RT4,3,4,75.0,Presidential,Atliq Blu,Luxury,Mumbai,Jun 22,W 24,weekeday
16560,2022-06-09,RT1,17,34,50.0,Standard,Atliq City,Business,Delhi,Jun 22,W 24,weekeday
16560,2022-06-09,RT2,16,34,47.06,Elite,Atliq City,Business,Delhi,Jun 22,W 24,weekeday
16560,2022-06-09,RT3,11,20,55.0,Premium,Atliq City,Business,Delhi,Jun 22,W 24,weekeday
16560,2022-06-09,RT4,3,7,42.86,Presidential,Atliq City,Business,Delhi,Jun 22,W 24,weekeday
16561,2022-06-09,RT1,10,18,55.56,Standard,Atliq Blu,Luxury,Delhi,Jun 22,W 24,weekeday
16561,2022-06-09,RT2,13,24,54.17,Elite,Atliq Blu,Luxury,Delhi,Jun 22,W 24,weekeday
16561,2022-06-09,RT3,12,21,57.14,Premium,Atliq Blu,Luxury,Delhi,Jun 22,W 24,weekeday
16561,2022-06-09,RT4,6,10,60.0,Presidential,Atliq Blu,Luxury,Delhi,Jun 22,W 24,weekeday
16562,2022-06-09,RT1,17,31,54.84,Standard,Atliq Bay,Luxury,Delhi,Jun 22,W 24,weekeday
16562,2022-06-09,RT2,21,43,48.84,Elite,Atliq Bay,Luxury,Delhi,Jun 22,W 24,weekeday
16562,2022-06-09,RT3,8,18,44.44,Premium,Atliq Bay,Luxury,Delhi,Jun 22,W 24,weekeday
16562,2022-06-09,RT4,3,6,50.0,Presidential,Atliq Bay,Luxury,Delhi,Jun 22,W 24,weekeday
16563,2022-06-09,RT1,25,41,60.98,Standard,Atliq Palace,Business,Delhi,Jun 22,W 24,weekeday
16563,2022-06-09,RT2,26,38,68.42,Elite,Atliq Palace,Business,Delhi,Jun 22,W 24,weekeday
16563,2022-06-09,RT3,12,20,60.0,Premium,Atliq Palace,Business,Delhi,Jun 22,W 24,weekeday
16563,2022-06-09,RT4,11,18,61.11,Presidential,Atliq Palace,Business,Delhi,Jun 22,W 24,weekeday
17559,2022-06-09,RT1,21,32,65.62,Standard,Atliq Exotica,Luxury,Mumbai,Jun 22,W 24,weekeday
17559,2022-06-09,RT2,23,39,58.97,Elite,Atliq Exotica,Luxury,Mumbai,Jun 22,W 24,weekeday
17559,2022-06-09,RT3,10,16,62.5,Premium,Atliq Exotica,Luxury,Mumbai,Jun 22,W 24,weekeday
17559,2022-06-09,RT4,9,14,64.29,Presidential,Atliq Exotica,Luxury,Mumbai,Jun 22,W 24,weekeday
17562,2022-06-09,RT1,9,20,45.0,Standard,Atliq Bay,Luxury,Mumbai,Jun 22,W 24,weekeday
17562,2022-06-09,RT2,12,30,40.0,Elite,Atliq Bay,Luxury,Mumbai,Jun 22,W 24,weekeday
17562,2022-06-09,RT3,12,27,44.44,Premium,Atliq Bay,Luxury,Mumbai,Jun 22,W 24,weekeday
17562,2022-06-09,RT4,3,6,50.0,Presidential,Atliq Bay,Luxury,Mumbai,Jun 22,W 24,weekeday
17563,2022-06-09,RT1,18,25,72.0,Standard,Atliq Palace,Business,Mumbai,Jun 22,W 24,weekeday
17563,2022-06-09,RT2,29,44,65.91,Elite,Atliq Palace,Business,Mumbai,Jun 22,W 24,weekeday
17563,2022-06-09,RT3,9,16,56.25,Premium,Atliq Palace,Business,Mumbai,Jun 22,W 24,weekeday
17563,2022-06-09,RT4,11,19,57.89,Presidential,Atliq Palace,Business,Mumbai,Jun 22,W 24,weekeday
18558,2022-06-09,RT1,8,15,53.33,Standard,Atliq Grands,Luxury,Hyderabad,Jun 22,W 24,weekeday
18558,2022-06-09,RT2,14,30,46.67,Elite,Atliq Grands,Luxury,Hyderabad,Jun 22,W 24,weekeday
18558,2022-06-09,RT3,12,26,46.15,Premium,Atliq Grands,Luxury,Hyderabad,Jun 22,W 24,weekeday
18558,2022-06-09,RT4,11,20,55.0,Presidential,Atliq Grands,Luxury,Hyderabad,Jun 22,W 24,weekeday
18559,2022-06-09,RT1,14,42,33.33,Standard,Atliq Exotica,Luxury,Hyderabad,Jun 22,W 24,weekeday
18559,2022-06-09,RT2,21,44,47.73,Elite,Atliq Exotica,Luxury,Hyderabad,Jun 22,W 24,weekeday
18559,2022-06-09,RT3,8,23,34.78,Premium,Atliq Exotica,Luxury,Hyderabad,Jun 22,W 24,weekeday
18559,2022-06-09,RT4,10,19,52.63,Presidential,Atliq Exotica,Luxury,Hyderabad,Jun 22,W 24,weekeday
18561,2022-06-09,RT1,22,33,66.67,Standard,Atliq Blu,Luxury,Hyderabad,Jun 22,W 24,weekeday
18561,2022-06-09,RT2,26,40,65.0,Elite,Atliq Blu,Luxury,Hyderabad,Jun 22,W 24,weekeday
18561,2022-06-09,RT3,16,25,64.0,Premium,Atliq Blu,Luxury,Hyderabad,Jun 22,W 24,weekeday
18561,2022-06-09,RT4,5,9,55.56,Presidential,Atliq Blu,Luxury,Hyderabad,Jun 22,W 24,weekeday
18562,2022-06-09,RT1,23,38,60.53,Standard,Atliq Bay,Luxury,Hyderabad,Jun 22,W 24,weekeday
18562,2022-06-09,RT2,22,34,64.71,Elite,Atliq Bay,Luxury,Hyderabad,Jun 22,W 24,weekeday
18562,2022-06-09,RT3,20,29,68.97,Premium,Atliq Bay,Luxury,Hyderabad,Jun 22,W 24,weekeday
18562,2022-06-09,RT4,12,20,60.0,Presidential,Atliq Bay,Luxury,Hyderabad,Jun 22,W 24,weekeday
18563,2022-06-09,RT1,12,27,44.44,Standard,Atliq Palace,Business,Hyderabad,Jun 22,W 24,weekeday
18563,2022-06-09,RT2,16,29,55.17,Elite,Atliq Palace,Business,Hyderabad,Jun 22,W 24,weekeday
18563,2022-06-09,RT3,12,23,52.17,Premium,Atliq Palace,Business,Hyderabad,Jun 22,W 24,weekeday
18563,2022-06-09,RT4,10,18,55.56,Presidential,Atliq Palace,Business,Hyderabad,Jun 22,W 24,weekeday
19559,2022-06-09,RT1,12,24,50.0,Standard,Atliq Exotica,Luxury,Bangalore,Jun 22,W 24,weekeday
19559,2022-06-09,RT2,22,41,53.66,Elite,Atliq Exotica,Luxury,Bangalore,Jun 22,W 24,weekeday
19559,2022-06-09,RT3,14,27,51.85,Premium,Atliq Exotica,Luxury,Bangalore,Jun 22,W 24,weekeday
19559,2022-06-09,RT4,2,3,66.67,Presidential,Atliq Exotica,Luxury,Bangalore,Jun 22,W 24,weekeday
19561,2022-06-09,RT1,19,36,52.78,Standard,Atliq Blu,Luxury,Bangalore,Jun 22,W 24,weekeday
19561,2022-06-09,RT2,24,45,53.33,Elite,Atliq Blu,Luxury,Bangalore,Jun 22,W 24,weekeday
19561,2022-06-09,RT3,14,29,48.28,Premium,Atliq Blu,Luxury,Bangalore,Jun 22,W 24,weekeday
19561,2022-06-09,RT4,4,7,57.14,Presidential,Atliq Blu,Luxury,Bangalore,Jun 22,W 24,weekeday
17564,2022-06-09,RT1,7,16,43.75,Standard,Atliq Seasons,Business,Mumbai,Jun 22,W 24,weekeday
17564,2022-06-09,RT2,16,40,40.0,Elite,Atliq Seasons,Business,Mumbai,Jun 22,W 24,weekeday
17564,2022-06-09,RT3,11,24,45.83,Premium,Atliq Seasons,Business,Mumbai,Jun 22,W 24,weekeday
17564,2022-06-09,RT4,7,17,41.18,Presidential,Atliq Seasons,Business,Mumbai,Jun 22,W 24,weekeday
18560,2022-06-09,RT1,18,30,60.0,Standard,Atliq City,Business,Hyderabad,Jun 22,W 24,weekeday
18560,2022-06-09,RT2,23,40,57.5,Elite,Atliq City,Business,Hyderabad,Jun 22,W 24,weekeday
18560,2022-06-09,RT3,13,24,54.17,Premium,Atliq City,Business,Hyderabad,Jun 22,W 24,weekeday
18560,2022-06-09,RT4,11,15,73.33,Presidential,Atliq City,Business,Hyderabad,Jun 22,W 24,weekeday
16559,2022-06-10,RT1,20,30,66.67,Standard,Atliq Exotica,Luxury,Delhi,Jun 22,W 24,weekeday
16559,2022-06-10,RT2,26,41,63.41,Elite,Atliq Exotica,Luxury,Delhi,Jun 22,W 24,weekeday
16559,2022-06-10,RT3,20,32,62.5,Premium,Atliq Exotica,Luxury,Delhi,Jun 22,W 24,weekeday
16559,2022-06-10,RT4,11,18,61.11,Presidential,Atliq Exotica,Luxury,Delhi,Jun 22,W 24,weekeday
19562,2022-06-10,RT1,19,30,63.33,Standard,Atliq Bay,Luxury,Bangalore,Jun 22,W 24,weekeday
19562,2022-06-10,RT2,15,23,65.22,Elite,Atliq Bay,Luxury,Bangalore,Jun 22,W 24,weekeday
19562,2022-06-10,RT3,17,29,58.62,Premium,Atliq Bay,Luxury,Bangalore,Jun 22,W 24,weekeday
19562,2022-06-10,RT4,10,14,71.43,Presidential,Atliq Bay,Luxury,Bangalore,Jun 22,W 24,weekeday
19563,2022-06-10,RT1,17,30,56.67,Standard,Atliq Palace,Business,Bangalore,Jun 22,W 24,weekeday
19563,2022-06-10,RT2,23,45,51.11,Elite,Atliq Palace,Business,Bangalore,Jun 22,W 24,weekeday
19563,2022-06-10,RT3,15,29,51.72,Premium,Atliq Palace,Business,Bangalore,Jun 22,W 24,weekeday
19563,2022-06-10,RT4,3,6,50.0,Presidential,Atliq Palace,Business,Bangalore,Jun 22,W 24,weekeday
17558,2022-06-10,RT1,9,19,47.37,Standard,Atliq Grands,Luxury,Mumbai,Jun 22,W 24,weekeday
17558,2022-06-10,RT2,28,50,56.0,Elite,Atliq Grands,Luxury,Mumbai,Jun 22,W 24,weekeday
17558,2022-06-10,RT3,13,27,48.15,Premium,Atliq Grands,Luxury,Mumbai,Jun 22,W 24,weekeday
17558,2022-06-10,RT4,4,6,66.67,Presidential,Atliq Grands,Luxury,Mumbai,Jun 22,W 24,weekeday
16558,2022-06-10,RT1,11,19,57.89,Standard,Atliq Grands,Luxury,Delhi,Jun 22,W 24,weekeday
16558,2022-06-10,RT2,16,22,72.73,Elite,Atliq Grands,Luxury,Delhi,Jun 22,W 24,weekeday
16558,2022-06-10,RT3,6,8,75.0,Premium,Atliq Grands,Luxury,Delhi,Jun 22,W 24,weekeday
16558,2022-06-10,RT4,3,3,100.0,Presidential,Atliq Grands,Luxury,Delhi,Jun 22,W 24,weekeday
17560,2022-06-10,RT1,20,40,50.0,Standard,Atliq City,Business,Mumbai,Jun 22,W 24,weekeday
17560,2022-06-10,RT2,23,45,51.11,Elite,Atliq City,Business,Mumbai,Jun 22,W 24,weekeday
17560,2022-06-10,RT3,14,25,56.0,Premium,Atliq City,Business,Mumbai,Jun 22,W 24,weekeday
17560,2022-06-10,RT4,6,13,46.15,Presidential,Atliq City,Business,Mumbai,Jun 22,W 24,weekeday
19558,2022-06-10,RT1,15,40,37.5,Standard,Atliq Grands,Luxury,Bangalore,Jun 22,W 24,weekeday
19558,2022-06-10,RT2,17,39,43.59,Elite,Atliq Grands,Luxury,Bangalore,Jun 22,W 24,weekeday
19558,2022-06-10,RT3,10,21,47.62,Premium,Atliq Grands,Luxury,Bangalore,Jun 22,W 24,weekeday
19558,2022-06-10,RT4,3,7,42.86,Presidential,Atliq Grands,Luxury,Bangalore,Jun 22,W 24,weekeday
19560,2022-06-10,RT1,19,26,73.08,Standard,Atliq City,Business,Bangalore,Jun 22,W 24,weekeday
19560,2022-06-10,RT2,24,38,63.16,Elite,Atliq City,Business,Bangalore,Jun 22,W 24,weekeday
19560,2022-06-10,RT3,12,19,63.16,Premium,Atliq City,Business,Bangalore,Jun 22,W 24,weekeday
19560,2022-06-10,RT4,10,16,62.5,Presidential,Atliq City,Business,Bangalore,Jun 22,W 24,weekeday
17561,2022-06-10,RT1,17,26,65.38,Standard,Atliq Blu,Luxury,Mumbai,Jun 22,W 24,weekeday
17561,2022-06-10,RT2,23,36,63.89,Elite,Atliq Blu,Luxury,Mumbai,Jun 22,W 24,weekeday
17561,2022-06-10,RT3,12,19,63.16,Premium,Atliq Blu,Luxury,Mumbai,Jun 22,W 24,weekeday
17561,2022-06-10,RT4,3,4,75.0,Presidential,Atliq Blu,Luxury,Mumbai,Jun 22,W 24,weekeday
16560,2022-06-10,RT1,16,34,47.06,Standard,Atliq City,Business,Delhi,Jun 22,W 24,weekeday
16560,2022-06-10,RT2,17,34,50.0,Elite,Atliq City,Business,Delhi,Jun 22,W 24,weekeday
16560,2022-06-10,RT3,9,20,45.0,Premium,Atliq City,Business,Delhi,Jun 22,W 24,weekeday
16560,2022-06-10,RT4,4,7,57.14,Presidential,Atliq City,Business,Delhi,Jun 22,W 24,weekeday
16561,2022-06-10,RT1,12,18,66.67,Standard,Atliq Blu,Luxury,Delhi,Jun 22,W 24,weekeday
16561,2022-06-10,RT2,13,24,54.17,Elite,Atliq Blu,Luxury,Delhi,Jun 22,W 24,weekeday
16561,2022-06-10,RT3,13,21,61.9,Premium,Atliq Blu,Luxury,Delhi,Jun 22,W 24,weekeday
16561,2022-06-10,RT4,7,10,70.0,Presidential,Atliq Blu,Luxury,Delhi,Jun 22,W 24,weekeday
16562,2022-06-10,RT1,18,31,58.06,Standard,Atliq Bay,Luxury,Delhi,Jun 22,W 24,weekeday
16562,2022-06-10,RT2,19,43,44.19,Elite,Atliq Bay,Luxury,Delhi,Jun 22,W 24,weekeday
16562,2022-06-10,RT3,9,18,50.0,Premium,Atliq Bay,Luxury,Delhi,Jun 22,W 24,weekeday
16562,2022-06-10,RT4,4,6,66.67,Presidential,Atliq Bay,Luxury,Delhi,Jun 22,W 24,weekeday
16563,2022-06-10,RT1,26,41,63.41,Standard,Atliq Palace,Business,Delhi,Jun 22,W 24,weekeday
16563,2022-06-10,RT2,24,38,63.16,Elite,Atliq Palace,Business,Delhi,Jun 22,W 24,weekeday
16563,2022-06-10,RT3,14,20,70.0,Premium,Atliq Palace,Business,Delhi,Jun 22,W 24,weekeday
16563,2022-06-10,RT4,13,18,72.22,Presidential,Atliq Palace,Business,Delhi,Jun 22,W 24,weekeday
17559,2022-06-10,RT1,19,32,59.38,Standard,Atliq Exotica,Luxury,Mumbai,Jun 22,W 24,weekeday
17559,2022-06-10,RT2,25,39,64.1,Elite,Atliq Exotica,Luxury,Mumbai,Jun 22,W 24,weekeday
17559,2022-06-10,RT3,11,16,68.75,Premium,Atliq Exotica,Luxury,Mumbai,Jun 22,W 24,weekeday
17559,2022-06-10,RT4,8,14,57.14,Presidential,Atliq Exotica,Luxury,Mumbai,Jun 22,W 24,weekeday
17562,2022-06-10,RT1,9,20,45.0,Standard,Atliq Bay,Luxury,Mumbai,Jun 22,W 24,weekeday
17562,2022-06-10,RT2,14,30,46.67,Elite,Atliq Bay,Luxury,Mumbai,Jun 22,W 24,weekeday
17562,2022-06-10,RT3,11,27,40.74,Premium,Atliq Bay,Luxury,Mumbai,Jun 22,W 24,weekeday
17562,2022-06-10,RT4,3,6,50.0,Presidential,Atliq Bay,Luxury,Mumbai,Jun 22,W 24,weekeday
17563,2022-06-10,RT1,15,25,60.0,Standard,Atliq Palace,Business,Mumbai,Jun 22,W 24,weekeday
17563,2022-06-10,RT2,28,44,63.64,Elite,Atliq Palace,Business,Mumbai,Jun 22,W 24,weekeday
17563,2022-06-10,RT3,10,16,62.5,Premium,Atliq Palace,Business,Mumbai,Jun 22,W 24,weekeday
17563,2022-06-10,RT4,10,19,52.63,Presidential,Atliq Palace,Business,Mumbai,Jun 22,W 24,weekeday
18558,2022-06-10,RT1,7,15,46.67,Standard,Atliq Grands,Luxury,Hyderabad,Jun 22,W 24,weekeday
18558,2022-06-10,RT2,17,30,56.67,Elite,Atliq Grands,Luxury,Hyderabad,Jun 22,W 24,weekeday
18558,2022-06-10,RT3,14,26,53.85,Premium,Atliq Grands,Luxury,Hyderabad,Jun 22,W 24,weekeday
18558,2022-06-10,RT4,10,20,50.0,Presidential,Atliq Grands,Luxury,Hyderabad,Jun 22,W 24,weekeday
18559,2022-06-10,RT1,19,42,45.24,Standard,Atliq Exotica,Luxury,Hyderabad,Jun 22,W 24,weekeday
18559,2022-06-10,RT2,17,44,38.64,Elite,Atliq Exotica,Luxury,Hyderabad,Jun 22,W 24,weekeday
18559,2022-06-10,RT3,10,23,43.48,Premium,Atliq Exotica,Luxury,Hyderabad,Jun 22,W 24,weekeday
18559,2022-06-10,RT4,9,19,47.37,Presidential,Atliq Exotica,Luxury,Hyderabad,Jun 22,W 24,weekeday
18561,2022-06-10,RT1,22,33,66.67,Standard,Atliq Blu,Luxury,Hyderabad,Jun 22,W 24,weekeday
18561,2022-06-10,RT2,27,40,67.5,Elite,Atliq Blu,Luxury,Hyderabad,Jun 22,W 24,weekeday
18561,2022-06-10,RT3,15,25,60.0,Premium,Atliq Blu,Luxury,Hyderabad,Jun 22,W 24,weekeday
18561,2022-06-10,RT4,6,9,66.67,Presidential,Atliq Blu,Luxury,Hyderabad,Jun 22,W 24,weekeday
18562,2022-06-10,RT1,28,38,73.68,Standard,Atliq Bay,Luxury,Hyderabad,Jun 22,W 24,weekeday
18562,2022-06-10,RT2,24,34,70.59,Elite,Atliq Bay,Luxury,Hyderabad,Jun 22,W 24,weekeday
18562,2022-06-10,RT3,17,29,58.62,Premium,Atliq Bay,Luxury,Hyderabad,Jun 22,W 24,weekeday
18562,2022-06-10,RT4,12,20,60.0,Presidential,Atliq Bay,Luxury,Hyderabad,Jun 22,W 24,weekeday
18563,2022-06-10,RT1,14,27,51.85,Standard,Atliq Palace,Business,Hyderabad,Jun 22,W 24,weekeday
18563,2022-06-10,RT2,13,29,44.83,Elite,Atliq Palace,Business,Hyderabad,Jun 22,W 24,weekeday
18563,2022-06-10,RT3,13,23,56.52,Premium,Atliq Palace,Business,Hyderabad,Jun 22,W 24,weekeday
18563,2022-06-10,RT4,8,18,44.44,Presidential,Atliq Palace,Business,Hyderabad,Jun 22,W 24,weekeday
19559,2022-06-10,RT1,12,24,50.0,Standard,Atliq Exotica,Luxury,Bangalore,Jun 22,W 24,weekeday
19559,2022-06-10,RT2,23,41,56.1,Elite,Atliq Exotica,Luxury,Bangalore,Jun 22,W 24,weekeday
19559,2022-06-10,RT3,14,27,51.85,Premium,Atliq Exotica,Luxury,Bangalore,Jun 22,W 24,weekeday
19559,2022-06-10,RT4,1,3,33.33,Presidential,Atliq Exotica,Luxury,Bangalore,Jun 22,W 24,weekeday
19561,2022-06-10,RT1,18,36,50.0,Standard,Atliq Blu,Luxury,Bangalore,Jun 22,W 24,weekeday
19561,2022-06-10,RT2,23,45,51.11,Elite,Atliq Blu,Luxury,Bangalore,Jun 22,W 24,weekeday
19561,2022-06-10,RT3,15,29,51.72,Premium,Atliq Blu,Luxury,Bangalore,Jun 22,W 24,weekeday
19561,2022-06-10,RT4,4,7,57.14,Presidential,Atliq Blu,Luxury,Bangalore,Jun 22,W 24,weekeday
17564,2022-06-10,RT1,5,16,31.25,Standard,Atliq Seasons,Business,Mumbai,Jun 22,W 24,weekeday
17564,2022-06-10,RT2,18,40,45.0,Elite,Atliq Seasons,Business,Mumbai,Jun 22,W 24,weekeday
17564,2022-06-10,RT3,10,24,41.67,Premium,Atliq Seasons,Business,Mumbai,Jun 22,W 24,weekeday
17564,2022-06-10,RT4,7,17,41.18,Presidential,Atliq Seasons,Business,Mumbai,Jun 22,W 24,weekeday
18560,2022-06-10,RT1,20,30,66.67,Standard,Atliq City,Business,Hyderabad,Jun 22,W 24,weekeday
18560,2022-06-10,RT2,26,40,65.0,Elite,Atliq City,Business,Hyderabad,Jun 22,W 24,weekeday
18560,2022-06-10,RT3,14,24,58.33,Premium,Atliq City,Business,Hyderabad,Jun 22,W 24,weekeday
18560,2022-06-10,RT4,9,15,60.0,Presidential,Atliq City,Business,Hyderabad,Jun 22,W 24,weekeday
16559,2022-06-11,RT1,27,30,90.0,Standard,Atliq Exotica,Luxury,Delhi,Jun 22,W 24,weekend
16559,2022-06-11,RT2,40,41,97.56,Elite,Atliq Exotica,Luxury,Delhi,Jun 22,W 24,weekend
16559,2022-06-11,RT3,28,32,87.5,Premium,Atliq Exotica,Luxury,Delhi,Jun 22,W 24,weekend
16559,2022-06-11,RT4,18,18,100.0,Presidential,Atliq Exotica,Luxury,Delhi,Jun 22,W 24,weekend
19562,2022-06-11,RT1,27,30,90.0,Standard,Atliq Bay,Luxury,Bangalore,Jun 22,W 24,weekend
19562,2022-06-11,RT2,23,23,100.0,Elite,Atliq Bay,Luxury,Bangalore,Jun 22,W 24,weekend
19562,2022-06-11,RT3,26,29,89.66,Premium,Atliq Bay,Luxury,Bangalore,Jun 22,W 24,weekend
19562,2022-06-11,RT4,14,14,100.0,Presidential,Atliq Bay,Luxury,Bangalore,Jun 22,W 24,weekend
19563,2022-06-11,RT1,22,30,73.33,Standard,Atliq Palace,Business,Bangalore,Jun 22,W 24,weekend
19563,2022-06-11,RT2,31,45,68.89,Elite,Atliq Palace,Business,Bangalore,Jun 22,W 24,weekend
19563,2022-06-11,RT3,22,29,75.86,Premium,Atliq Palace,Business,Bangalore,Jun 22,W 24,weekend
19563,2022-06-11,RT4,5,6,83.33,Presidential,Atliq Palace,Business,Bangalore,Jun 22,W 24,weekend
17558,2022-06-11,RT1,14,19,73.68,Standard,Atliq Grands,Luxury,Mumbai,Jun 22,W 24,weekend
17558,2022-06-11,RT2,36,50,72.0,Elite,Atliq Grands,Luxury,Mumbai,Jun 22,W 24,weekend
17558,2022-06-11,RT3,19,27,70.37,Premium,Atliq Grands,Luxury,Mumbai,Jun 22,W 24,weekend
17558,2022-06-11,RT4,5,6,83.33,Presidential,Atliq Grands,Luxury,Mumbai,Jun 22,W 24,weekend
16558,2022-06-11,RT1,18,19,94.74,Standard,Atliq Grands,Luxury,Delhi,Jun 22,W 24,weekend
16558,2022-06-11,RT2,21,22,95.45,Elite,Atliq Grands,Luxury,Delhi,Jun 22,W 24,weekend
16558,2022-06-11,RT3,7,8,87.5,Premium,Atliq Grands,Luxury,Delhi,Jun 22,W 24,weekend
16558,2022-06-11,RT4,3,3,100.0,Presidential,Atliq Grands,Luxury,Delhi,Jun 22,W 24,weekend
17560,2022-06-11,RT1,27,40,67.5,Standard,Atliq City,Business,Mumbai,Jun 22,W 24,weekend
17560,2022-06-11,RT2,32,45,71.11,Elite,Atliq City,Business,Mumbai,Jun 22,W 24,weekend
17560,2022-06-11,RT3,19,25,76.0,Premium,Atliq City,Business,Mumbai,Jun 22,W 24,weekend
17560,2022-06-11,RT4,9,13,69.23,Presidential,Atliq City,Business,Mumbai,Jun 22,W 24,weekend
19558,2022-06-11,RT1,27,40,67.5,Standard,Atliq Grands,Luxury,Bangalore,Jun 22,W 24,weekend
19558,2022-06-11,RT2,21,39,53.85,Elite,Atliq Grands,Luxury,Bangalore,Jun 22,W 24,weekend
19558,2022-06-11,RT3,12,21,57.14,Premium,Atliq Grands,Luxury,Bangalore,Jun 22,W 24,weekend
19558,2022-06-11,RT4,4,7,57.14,Presidential,Atliq Grands,Luxury,Bangalore,Jun 22,W 24,weekend
19560,2022-06-11,RT1,22,26,84.62,Standard,Atliq City,Business,Bangalore,Jun 22,W 24,weekend
19560,2022-06-11,RT2,33,38,86.84,Elite,Atliq City,Business,Bangalore,Jun 22,W 24,weekend
19560,2022-06-11,RT3,19,19,100.0,Premium,Atliq City,Business,Bangalore,Jun 22,W 24,weekend
19560,2022-06-11,RT4,15,16,93.75,Presidential,Atliq City,Business,Bangalore,Jun 22,W 24,weekend
17561,2022-06-11,RT1,24,26,92.31,Standard,Atliq Blu,Luxury,Mumbai,Jun 22,W 24,weekend
17561,2022-06-11,RT2,34,36,94.44,Elite,Atliq Blu,Luxury,Mumbai,Jun 22,W 24,weekend
17561,2022-06-11,RT3,16,19,84.21,Premium,Atliq Blu,Luxury,Mumbai,Jun 22,W 24,weekend
17561,2022-06-11,RT4,4,4,100.0,Presidential,Atliq Blu,Luxury,Mumbai,Jun 22,W 24,weekend
16560,2022-06-11,RT1,25,34,73.53,Standard,Atliq City,Business,Delhi,Jun 22,W 24,weekend
16560,2022-06-11,RT2,27,34,79.41,Elite,Atliq City,Business,Delhi,Jun 22,W 24,weekend
16560,2022-06-11,RT3,14,20,70.0,Premium,Atliq City,Business,Delhi,Jun 22,W 24,weekend
16560,2022-06-11,RT4,5,7,71.43,Presidential,Atliq City,Business,Delhi,Jun 22,W 24,weekend
16561,2022-06-11,RT1,16,18,88.89,Standard,Atliq Blu,Luxury,Delhi,Jun 22,W 24,weekend
16561,2022-06-11,RT2,23,24,95.83,Elite,Atliq Blu,Luxury,Delhi,Jun 22,W 24,weekend
16561,2022-06-11,RT3,19,21,90.48,Premium,Atliq Blu,Luxury,Delhi,Jun 22,W 24,weekend
16561,2022-06-11,RT4,10,10,100.0,Presidential,Atliq Blu,Luxury,Delhi,Jun 22,W 24,weekend
16562,2022-06-11,RT1,23,31,74.19,Standard,Atliq Bay,Luxury,Delhi,Jun 22,W 24,weekend
16562,2022-06-11,RT2,32,43,74.42,Elite,Atliq Bay,Luxury,Delhi,Jun 22,W 24,weekend
